Date,Time,DateTime,tempC,I,K,GPP,ER,NEP,FCO2,Chlorophyll_RFU,Cond_¦ÌS_cm,Depth_m,fDOM_QSU,fDOM_RFU,nLF_Cond_¦ÌS_cm,ODO_per_sat,ODO_per_local,ODO_mg_L,Pressure_psi_a,Sal_psu,SpCond_¦ÌS_cm,TAL_PC_RFU,TDS_mg_L,Turbidity_FNU,pH,Vertical_Position_m,Light_lux
7/4/2022,2:53:08,7/4/2022 2:53,22.062,0,0.024263433,0,0.05409168,-0.05409168,-0.07437606,0.26,229.3,0.359,26.34,8.78,243.4,67.3,68.4,5.86,0.206,0.11,242.1,0.03,157,-2.1,7.7,0.358,0
7/4/2022,2:58:08,7/4/2022 2:58,22.053,0,0.024258234,0,0.054057948,-0.054057948,-0.074329678,0.26,229.5,0.358,26.35,8.78,243.6,66.8,67.9,5.81,0.205,0.11,242.4,0.03,158,-1.81,7.7,0.357,0
7/4/2022,3:03:08,7/4/2022 3:03,22.025,0,0.024242064,0,0.053953138,-0.053953138,-0.074185565,0.25,229.4,0.359,26.31,8.77,243.7,67.1,68.2,5.84,0.205,0.11,242.4,0.04,158,-2.05,7.7,0.358,0
7/4/2022,3:08:08,7/4/2022 3:08,22.014,0,0.024235714,0,0.053912019,-0.053912019,-0.074129025,0.25,229.5,0.358,26.32,8.77,243.8,67,68.1,5.83,0.205,0.11,242.5,0.05,158,-1.87,7.7,0.357,0
7/4/2022,3:13:08,7/4/2022 3:13,22.009,0,0.024232829,0,0.053893338,-0.053893338,-0.07410334,0.25,229.6,0.358,26.32,8.77,244,67,68.1,5.83,0.204,0.11,242.8,0.04,158,-2.02,7.7,0.357,0
7/4/2022,3:18:08,7/4/2022 3:18,21.985,0,0.024218982,0,0.053803762,-0.053803762,-0.073980173,0.27,229.8,0.358,26.27,8.76,244.2,66.5,67.7,5.8,0.205,0.11,242.9,0.04,158,-1.86,7.7,0.357,0
7/4/2022,3:23:08,7/4/2022 3:23,21.98,0,0.024216099,0,0.05378512,-0.05378512,-0.073954539,0.27,229.8,0.357,26.25,8.75,244.3,67,68.2,5.84,0.203,0.11,243,0.02,158,-2.01,7.7,0.356,0
7/4/2022,3:28:08,7/4/2022 3:28,21.965,0,0.02420745,0,0.05372923,-0.05372923,-0.073877691,0.25,229.7,0.358,26.21,8.74,244.4,67.1,68.3,5.85,0.204,0.11,243.1,0.01,158,-2.06,7.7,0.357,0
7/4/2022,3:33:08,7/4/2022 3:33,21.942,0,0.024194195,0,0.053643645,-0.053643645,-0.073760012,0.25,229.8,0.358,26.21,8.74,244.6,67.2,68.3,5.86,0.204,0.12,243.2,0.08,158,-2.03,7.7,0.357,0
7/4/2022,3:38:08,7/4/2022 3:38,21.943,0,0.024194771,0,0.053647363,-0.053647363,-0.073765124,0.23,229.8,0.358,26.2,8.73,244.7,67.5,68.7,5.89,0.204,0.12,243.4,0.07,158,-2.01,7.7,0.357,0
7/4/2022,3:43:08,7/4/2022 3:43,21.922,0,0.024182674,0,0.053569334,-0.053569334,-0.073657834,0.24,230,0.359,26.24,8.74,244.9,67.3,68.4,5.87,0.205,0.12,243.5,0.04,158,-1.74,7.7,0.358,0
7/4/2022,3:48:08,7/4/2022 3:48,21.911,0,0.02417634,0,0.053528507,-0.053528507,-0.073601697,0.26,230,0.36,26.22,8.74,244.9,67.4,68.5,5.88,0.207,0.12,243.6,0.05,158,-2.05,7.7,0.363,0
7/4/2022,3:53:08,7/4/2022 3:53,21.898,0,0.024168857,0,0.053480297,-0.053480297,-0.073535408,0.26,230.1,0.359,26.15,8.71,245.1,67.2,68.3,5.86,0.206,0.12,243.8,0.04,158,-1.89,7.7,0.358,0
7/4/2022,3:58:08,7/4/2022 3:58,21.883,0,0.024160225,0,0.053424724,-0.053424724,-0.073458995,0.24,230.2,0.359,26.18,8.73,245.3,66.8,68,5.83,0.206,0.12,243.9,0.05,159,-1.86,7.7,0.363,0
7/4/2022,4:08:08,7/4/2022 4:08,21.846,0,0.024138946,0,0.05328789,-0.05328789,-0.073270849,0.23,230.3,0.359,26.19,8.73,245.3,66.8,67.9,5.83,0.206,0.12,244,0.06,159,-1.84,7.7,0.36,0
7/4/2022,4:13:08,7/4/2022 4:13,21.833,0,0.024131474,0,0.053239897,-0.053239897,-0.073204858,0.24,230.3,0.359,26.16,8.72,245.5,67.4,68.5,5.89,0.206,0.12,244.1,0.03,159,-1.96,7.7,0.362,0
7/4/2022,4:18:08,7/4/2022 4:18,21.814,0,0.024120558,0,0.05316983,-0.05316983,-0.073108517,0.24,230.3,0.359,26.14,8.71,245.6,67.4,68.5,5.88,0.205,0.12,244.2,0.06,159,-1.86,7.7,0.357,0
7/4/2022,4:23:08,7/4/2022 4:23,21.792,0,0.024107924,0,0.053088816,-0.053088816,-0.072997122,0.27,230.5,0.359,26.12,8.7,245.8,67.2,68.3,5.87,0.206,0.12,244.4,0.05,159,-2.05,7.7,0.361,0
7/4/2022,4:28:08,7/4/2022 4:28,21.789,0,0.024106202,0,0.053077778,-0.053077778,-0.072981945,0.24,230.4,0.359,26.11,8.7,245.9,67.5,68.6,5.9,0.205,0.12,244.5,0.03,159,-2.05,7.7,0.357,0
7/4/2022,4:33:08,7/4/2022 4:33,21.768,0,0.024094149,0,0.053000577,-0.053000577,-0.072875794,0.26,230.5,0.359,26.15,8.72,246,67.3,68.4,5.88,0.206,0.12,244.6,0.08,159,-2.01,7.7,0.362,0
7/4/2022,4:38:08,7/4/2022 4:38,21.751,0,0.024084397,0,0.052938164,-0.052938164,-0.072789975,0.22,230.7,0.359,26.17,8.72,246.2,67.2,68.3,5.87,0.206,0.12,244.8,0.07,159,-2.04,7.7,0.362,0
7/4/2022,4:43:08,7/4/2022 4:43,21.738,0,0.024076942,0,0.052890485,-0.052890485,-0.072724417,0.25,230.6,0.359,26.12,8.7,246.3,67.3,68.4,5.89,0.205,0.12,244.9,0.03,159,-1.79,7.7,0.361,0
7/4/2022,4:48:08,7/4/2022 4:48,21.729,0,0.024071782,0,0.052857502,-0.052857502,-0.072679066,0.23,230.8,0.357,26.12,8.71,246.5,67.2,68.3,5.87,0.203,0.12,245.1,0.05,159,-1.81,7.7,0.36,0
7/4/2022,4:53:08,7/4/2022 4:53,21.709,0,0.02406032,0,0.05278428,-0.05278428,-0.072578386,0.24,230.8,0.357,26.13,8.71,246.6,67.2,68.4,5.88,0.202,0.12,245.2,0.07,159,-2,7.7,0.359,0
7/4/2022,4:58:08,7/4/2022 4:58,21.685,0,0.024046573,0,0.052696548,-0.052696548,-0.072457754,0.23,230.9,0.356,26.14,8.71,246.8,67.2,68.3,5.88,0.202,0.12,245.4,0.06,159,-1.83,7.7,0.355,0
7/4/2022,5:03:08,7/4/2022 5:03,21.679,0,0.024043137,0,0.052674638,-0.052674638,-0.072427627,0.24,230.9,0.357,26.07,8.69,246.8,67.3,68.4,5.89,0.203,0.12,245.4,0.04,160,-1.75,7.7,0.359,0
7/4/2022,5:08:08,7/4/2022 5:08,21.679,0,0.024043137,0,0.052674638,-0.052674638,-0.072427627,0.24,230.9,0.357,26.03,8.68,247,67.2,68.3,5.88,0.203,0.12,245.6,0.07,160,-1.56,7.7,0.359,0
7/4/2022,5:13:08,7/4/2022 5:13,21.668,0.015910016,0.024036839,7.38E-06,0.052634493,-0.052627117,-0.072362286,0.24,230.9,0.356,26.04,8.68,247.1,67.7,68.8,5.93,0.202,0.12,245.7,0.06,160,-2.01,7.71,0.359,0
7/4/2022,5:18:08,7/4/2022 5:18,21.632,0.063825064,0.024016241,2.96E-05,0.052503322,-0.052473733,-0.072151383,0.27,231.1,0.356,26.01,8.67,247.3,67.4,68.5,5.91,0.202,0.12,245.9,0.06,160,-2.07,7.7,0.359,0
7/4/2022,5:23:08,7/4/2022 5:23,21.625,0.176490176,0.024012238,8.18E-05,0.052477855,-0.052396035,-0.072044548,0.24,231,0.357,26.02,8.67,247.3,67.4,68.5,5.91,0.203,0.12,245.9,0.03,160,-2.01,7.7,0.36,0
7/4/2022,5:28:08,7/4/2022 5:28,21.615,0.441965442,0.02400652,0.000204893,0.052441494,-0.052236601,-0.071825326,0.25,231.1,0.357,25.97,8.65,247.5,67.5,68.6,5.92,0.203,0.12,246,0.04,160,-2.01,7.71,0.36,0
7/4/2022,5:33:08,7/4/2022 5:33,21.613,0.77034077,0.024005377,0.000357126,0.052434225,-0.052077099,-0.071606011,0.22,231.1,0.357,26,8.67,247.6,67.7,68.8,5.94,0.204,0.12,246.2,0.05,160,-2.05,7.71,0.356,0
7/4/2022,5:38:08,7/4/2022 5:38,21.591,1.300921301,0.023992804,0.000603101,0.052354331,-0.051751231,-0.071157942,0.25,231.2,0.358,25.99,8.66,247.8,67.2,68.4,5.9,0.205,0.12,246.4,0.06,160,-1.66,7.7,0.361,0
7/4/2022,5:43:08,7/4/2022 5:43,21.581,2.535982536,0.023987091,0.001175669,0.052318056,-0.051142387,-0.070320783,0.23,231.2,0.357,25.98,8.66,247.8,67.6,68.8,5.94,0.203,0.12,246.4,0.07,160,-2.06,7.7,0.36,0
7/4/2022,5:48:08,7/4/2022 5:48,21.577,3.754763755,0.023984806,0.00174069,0.052303553,-0.050562864,-0.069523937,0.24,231.2,0.357,25.98,8.66,248,67.6,68.8,5.94,0.203,0.12,246.5,0.06,160,-1.89,7.71,0.356,0
7/4/2022,5:53:08,7/4/2022 5:53,21.549,5.151885152,0.023968818,0.002388388,0.052202145,-0.049813757,-0.068493916,0.27,231.1,0.358,25.94,8.64,247.9,67.7,68.8,5.94,0.204,0.12,246.5,0.08,160,-1.83,7.71,0.361,0
7/4/2022,5:58:08,7/4/2022 5:58,21.558,6.855366855,0.023973956,0.003178114,0.052234719,-0.049056605,-0.067452832,0.24,231.3,0.359,25.96,8.65,248.2,67.5,68.6,5.93,0.206,0.12,246.7,0.11,160,-2,7.7,0.362,0
7/4/2022,6:03:08,7/4/2022 6:03,21.544,8.234728235,0.023965964,0.003817579,0.052184057,-0.048366478,-0.066503908,0.26,231.3,0.359,25.92,8.64,248.3,67.6,68.8,5.94,0.206,0.12,246.8,0.06,160,-1.78,7.71,0.358,0
7/4/2022,6:08:08,7/4/2022 6:08,21.544,9.563769564,0.023965964,0.004433716,0.052184057,-0.047750341,-0.065656719,0.25,231.2,0.36,25.92,8.64,248.4,67.7,68.8,5.95,0.207,0.12,246.8,0.07,160,-2,7.71,0.359,0
7/4/2022,6:13:08,7/4/2022 6:13,21.524,10.91057091,0.023954552,0.005058086,0.052111768,-0.047053682,-0.064698813,0.25,231.3,0.36,25.9,8.63,248.5,67.6,68.8,5.95,0.208,0.12,247,0.08,161,-1.87,7.7,0.36,0
7/4/2022,6:18:08,7/4/2022 6:18,21.513,12.30769231,0.023948278,0.005705785,0.052072052,-0.046366267,-0.063753617,0.23,231.4,0.361,25.92,8.64,248.6,67.3,68.5,5.92,0.208,0.12,247.1,0.08,161,-1.74,7.7,0.36,0
7/4/2022,6:23:08,7/4/2022 6:23,21.517,13.81729382,0.02395056,0.006405629,0.052086491,-0.045680862,-0.062811185,0.26,231.6,0.362,25.89,8.63,248.9,66.9,68,5.88,0.211,0.12,247.4,0.08,161,-1.89,7.71,0.361,0.86
7/4/2022,6:28:08,7/4/2022 6:28,21.512,15.07233507,0.023947708,0.00698746,0.052068443,-0.045080983,-0.061986352,0.21,231.4,0.363,25.84,8.61,248.8,67.8,69,5.97,0.211,0.12,247.3,0.09,161,-1.61,7.71,0.362,3.45
7/4/2022,6:33:08,7/4/2022 6:33,21.497,16.51681652,0.023939155,0.007657114,0.052014337,-0.044357223,-0.060991182,0.26,231.4,0.363,25.87,8.62,248.9,67.6,68.8,5.95,0.211,0.12,247.4,0.06,161,-1.59,7.71,0.362,9.54
7/4/2022,6:38:08,7/4/2022 6:38,21.482,18.16849817,0.023930605,0.008422825,0.051960287,-0.043537462,-0.05986401,0.25,231.6,0.364,25.88,8.63,249.1,67.4,68.6,5.94,0.212,0.12,247.6,0.07,161,-1.39,7.71,0.363,23.89
7/4/2022,6:43:08,7/4/2022 6:43,21.497,20.06882007,0.023939155,0.009303805,0.052014337,-0.042710532,-0.058726981,0.22,231.7,0.365,25.87,8.62,249.3,67,68.2,5.9,0.214,0.12,247.8,0.05,161,-1.44,7.7,0.364,41.64
7/4/2022,6:48:08,7/4/2022 6:48,21.494,22.84530285,0.023937445,0.010590969,0.052003523,-0.041412554,-0.056942262,0.25,231.6,0.366,25.85,8.62,249.2,67.4,68.6,5.94,0.216,0.12,247.7,0.08,161,-1.24,7.71,0.365,70.32
7/4/2022,6:53:08,7/4/2022 6:53,21.491,28.66466866,0.023935735,0.013288798,0.05199271,-0.038703913,-0.05321788,0.24,231.5,0.365,25.88,8.62,249.2,67.3,68.5,5.93,0.214,0.12,247.7,0.09,161,-1.88,7.71,0.365,137.08
7/4/2022,6:58:08,7/4/2022 6:58,21.503,33.74403374,0.023942576,0.015643566,0.052035973,-0.036392407,-0.050039559,0.23,231.6,0.366,25.82,8.6,249.4,67.2,68.3,5.92,0.215,0.12,247.8,0.08,161,-1.21,7.71,0.365,202.96
7/4/2022,7:03:08,7/4/2022 7:03,21.508,37.2013172,0.023945427,0.017246346,0.052054009,-0.034807664,-0.047860538,0.29,231.5,0.368,25.83,8.61,249.4,67.6,68.8,5.96,0.218,0.12,247.8,0.09,161,-1.83,7.71,0.367,278.48
7/4/2022,7:08:08,7/4/2022 7:08,21.493,29.84866985,0.023936875,0.013837695,0.051999918,-0.038162223,-0.052473057,0.26,231.7,0.368,25.84,8.61,249.5,67.2,68.3,5.92,0.219,0.12,248,0.07,161,-1.72,7.71,0.367,370.56
7/4/2022,7:13:08,7/4/2022 7:13,21.506,29.78946979,0.023944286,0.01381025,0.052046794,-0.038236544,-0.052575248,0.25,231.7,0.369,25.89,8.63,249.7,67.5,68.7,5.95,0.22,0.12,248.1,0.08,161,-1.85,7.71,0.368,445.12
7/4/2022,7:18:08,7/4/2022 7:18,21.521,42.49380249,0.023952841,0.019699915,0.052100934,-0.032401018,-0.0445514,0.28,231.8,0.369,25.86,8.62,249.7,67.4,68.5,5.94,0.22,0.12,248.2,0.08,161,-1.84,7.71,0.369,516.96
7/4/2022,7:23:08,7/4/2022 7:23,21.537,56.73733674,0.02396197,0.026303147,0.052158745,-0.025855598,-0.035551447,0.24,231.6,0.37,25.83,8.61,249.6,67.6,68.7,5.96,0.221,0.12,248,0.07,161,-1.81,7.71,0.369,589.76
7/4/2022,7:28:08,7/4/2022 7:28,21.538,45.5011655,0.02396254,0.021094114,0.05216236,-0.031068246,-0.042718838,0.24,231.6,0.37,25.78,8.59,249.7,68.4,69.6,6.04,0.222,0.12,248.1,0.1,161,-1.85,7.71,0.369,665.28
7/4/2022,7:33:08,7/4/2022 7:33,21.543,36.97635698,0.023965394,0.017142055,0.05218044,-0.035038385,-0.04817778,0.21,231.8,0.371,25.73,8.58,249.9,68.2,69.4,6.02,0.223,0.12,248.3,0.08,161,-1.24,7.71,0.37,746.88
7/4/2022,7:38:08,7/4/2022 7:38,21.558,38.21955822,0.023973956,0.017718397,0.052234719,-0.034516322,-0.047459943,0.23,231.8,0.371,25.71,8.57,249.9,68.5,69.6,6.04,0.222,0.12,248.3,0.06,161,-1.89,7.71,0.371,814.72
7/4/2022,7:43:08,7/4/2022 7:43,21.571,40.61124061,0.023981379,0.018827169,0.052281807,-0.033454637,-0.046000126,0.25,231.7,0.371,25.61,8.53,249.9,69.3,70.5,6.12,0.223,0.12,248.3,0.05,161,-1.88,7.71,0.37,892.8
7/4/2022,7:48:08,7/4/2022 7:48,21.582,43.2989233,0.023987662,0.020073165,0.052321683,-0.032248517,-0.044341711,0.23,231.5,0.371,25.59,8.53,249.8,69.9,71.1,6.17,0.223,0.12,248.2,0.06,161,-1.93,7.72,0.37,982.08
7/4/2022,7:53:08,7/4/2022 7:53,21.602,48.85188885,0.02399909,0.022647493,0.052394263,-0.02974677,-0.040901809,0.29,231.8,0.372,25.6,8.53,250,69.4,70.6,6.13,0.224,0.12,248.4,0.07,161,-1.79,7.72,0.37,1084.8
7/4/2022,7:58:08,7/4/2022 7:58,21.62,53.96677397,0.024009379,0.025018728,0.052459671,-0.027440943,-0.037731297,0.25,231.7,0.371,25.51,8.5,249.9,70.2,71.3,6.19,0.223,0.12,248.3,0.07,161,-1.48,7.72,0.37,1234.88
7/4/2022,8:08:08,7/4/2022 8:08,21.656,58.67909868,0.024029971,0.027203338,0.052590733,-0.025387394,-0.034907667,0.24,231.7,0.372,25.51,8.5,249.9,70.5,71.7,6.22,0.224,0.12,248.3,0.08,161,-1.9,7.72,0.372,1549.44
7/4/2022,8:13:08,7/4/2022 8:13,21.69,81.41192141,0.024049436,0.037742162,0.052714814,-0.014972652,-0.020587396,0.27,231.8,0.371,25.44,8.48,250,70.8,72,6.24,0.223,0.12,248.4,0.11,161,-1.77,7.72,0.37,1824
7/4/2022,8:18:08,7/4/2022 8:18,21.729,88.82376882,0.024071782,0.041178257,0.052857502,-0.011679245,-0.016058962,0.28,231.8,0.371,25.38,8.46,250,71.5,72.7,6.31,0.223,0.12,248.4,0.11,161,-1.88,7.73,0.371,2010.88
7/4/2022,8:23:08,7/4/2022 8:23,21.761,116.979317,0.024090133,0.054231029,0.052974869,0.001256161,0.001727221,0.25,231.7,0.372,25.27,8.42,249.9,72.7,73.9,6.42,0.225,0.12,248.3,0.06,161,-1.79,7.73,0.372,1613.44
7/4/2022,8:28:08,7/4/2022 8:28,21.812,129.8612499,0.024119409,0.060203029,0.05316246,0.007040569,0.009680783,0.26,231.7,0.373,25.22,8.41,249.9,73.2,74.5,6.46,0.226,0.12,248.3,0.07,161,-1.84,7.74,0.373,1610.24
7/4/2022,8:33:08,7/4/2022 8:33,21.868,120.4839605,0.024151596,0.055855765,0.053369208,0.002486556,0.003419015,0.25,231.8,0.373,25.17,8.39,249.9,73.1,74.4,6.45,0.226,0.12,248.3,0.07,161,-1.5,7.73,0.372,2296.96
7/4/2022,8:38:08,7/4/2022 8:38,21.925,130.5242905,0.024184402,0.060510412,0.053580474,0.006929938,0.009528664,0.22,231.8,0.372,25.08,8.36,249.8,74.5,75.7,6.57,0.224,0.12,248.2,0.06,161,-1.55,7.74,0.371,3066.88
7/4/2022,8:43:08,7/4/2022 8:43,21.988,208.2894883,0.024220713,0.09656197,0.053814951,0.042747019,0.058777151,0.23,231.7,0.372,25,8.33,249.7,75.4,76.7,6.65,0.224,0.12,248.1,0.08,161,-1.63,7.75,0.371,2459.52
7/4/2022,8:48:08,7/4/2022 8:48,22.055,226.7599068,0.024259389,0.105124765,0.054065442,0.051059323,0.070206568,0.26,231.6,0.372,24.93,8.31,249.6,76.8,78.1,6.77,0.225,0.12,248,0.07,161,-0.99,7.76,0.375,1998.72
7/4/2022,8:53:08,7/4/2022 8:53,22.1,130.6663707,0.0242854,0.060576279,0.054234336,0.006341943,0.008720172,0.29,231.7,0.372,24.87,8.29,249.6,77.3,78.6,6.81,0.225,0.12,248,0.08,161,-1.95,7.76,0.371,2065.92
7/4/2022,8:58:08,7/4/2022 8:58,22.162,134.976135,0.024321284,0.062574265,0.0544679,0.008106365,0.011146252,0.26,231.8,0.373,24.88,8.29,249.6,77.6,78.9,6.84,0.226,0.12,248,0.04,161,-1.78,7.76,0.372,2195.2
7/4/2022,9:03:08,7/4/2022 9:03,22.22,145.8689459,0.0243549,0.067624118,0.054687305,0.012936813,0.017788117,0.26,231.7,0.374,24.83,8.28,249.4,78.3,79.6,6.9,0.226,0.12,247.9,0.07,161,-1.58,7.76,0.373,2340.48
7/4/2022,9:08:08,7/4/2022 9:08,22.294,219.7506198,0.024397857,0.101875294,0.054968519,0.046906775,0.064496815,0.24,231.8,0.375,24.75,8.25,249.4,78.4,79.7,6.9,0.228,0.12,247.9,0.06,161,-1.7,7.76,0.373,2640.64
7/4/2022,9:13:08,7/4/2022 9:13,22.379,182.2414622,0.024447293,0.084486235,0.055293321,0.029192914,0.040140257,0.26,231.8,0.375,24.69,8.23,249.4,78.9,80.2,6.95,0.229,0.12,247.8,0.08,161,-1.71,7.77,0.374,2917.12
7/4/2022,9:18:08,7/4/2022 9:18,22.456,180.8680209,0.024492163,0.083849515,0.05558921,0.028260305,0.038857919,0.24,231.8,0.376,24.61,8.2,249.4,79.3,80.6,6.98,0.229,0.12,247.8,0.08,161,-1.78,7.77,0.375,2821.12
7/4/2022,9:23:08,7/4/2022 9:23,22.552,173.4324934,0.02454822,0.080402441,0.055960328,0.024442113,0.033607905,0.27,232,0.377,24.56,8.19,249.3,79.9,81.3,7.03,0.231,0.12,247.8,0.03,161,-1.79,7.77,0.377,3171.84
7/4/2022,9:28:08,7/4/2022 9:28,22.616,166.2811263,0.024585663,0.077087103,0.056209116,0.020877987,0.028707232,0.3,232.1,0.378,24.45,8.15,249.3,80.2,81.6,7.05,0.232,0.12,247.8,0.07,161,-1.65,7.78,0.377,4400.64
7/4/2022,9:33:08,7/4/2022 9:33,22.721,232.8219928,0.024647216,0.107935117,0.056619681,0.051315436,0.070558725,0.24,232.2,0.377,24.35,8.11,249.1,81.1,82.4,7.12,0.231,0.12,247.6,0.07,161,-1.78,7.78,0.376,4801.28
7/4/2022,9:38:08,7/4/2022 9:38,22.818,399.9082399,0.024704216,0.18539547,0.05700163,0.12839384,0.17654153,0.25,232.3,0.378,24.3,8.1,249.1,82.4,83.8,7.23,0.233,0.12,247.6,0.05,161,-1.54,7.79,0.381,6323.2
7/4/2022,9:43:08,7/4/2022 9:43,22.898,237.3685574,0.024751326,0.110042882,0.057318578,0.052724305,0.072495919,0.24,232.5,0.38,24.19,8.06,249,83.2,84.6,7.29,0.235,0.12,247.5,0.08,161,-1.78,7.79,0.378,7019.52
7/4/2022,9:48:08,7/4/2022 9:48,22.99,216.0565361,0.024805613,0.100162735,0.057685246,0.042477489,0.058406547,0.22,232.5,0.38,24.06,8.02,248.8,84.9,86.3,7.44,0.236,0.12,247.3,0.06,161,-1.65,7.8,0.383,6512.64
7/4/2022,9:53:08,7/4/2022 9:53,23.097,244.5672846,0.024868902,0.113380176,0.058114649,0.055265527,0.0759901,0.24,232.7,0.379,24.09,8.03,248.7,85.9,87.4,7.52,0.235,0.12,247.3,0.09,161,-1.84,7.81,0.378,7055.36
7/4/2022,9:58:08,7/4/2022 9:58,23.221,525.3176453,0.024942447,0.243534647,0.058616275,0.184918371,0.25426276,0.24,232.9,0.38,23.87,7.95,248.5,87.2,88.6,7.62,0.235,0.12,247.1,0.05,161,-1.66,7.81,0.383,11258.88
7/4/2022,10:03:08,7/4/2022 10:03,23.324,280.1820402,0.025003702,0.129891,0.059036239,0.070854761,0.097425296,0.21,233.1,0.38,23.74,7.91,248.4,88.6,90,7.73,0.236,0.12,247,0.05,161,-1.84,7.82,0.379,12257.28
7/4/2022,10:08:08,7/4/2022 10:08,23.411,297.4210974,0.02505556,0.137882941,0.059393309,0.078489632,0.107923244,0.31,233.2,0.381,23.71,7.9,248.3,89.5,91,7.81,0.236,0.12,246.9,0.06,160,-1.61,7.83,0.379,7063.04
7/4/2022,10:13:08,7/4/2022 10:13,23.572,431.3553114,0.025151809,0.199974176,0.0600598,0.139914376,0.192382268,0.2,233.4,0.381,23.68,7.89,248.1,91.1,92.6,7.94,0.238,0.12,246.8,0.02,160,-1.51,7.84,0.381,7296
7/4/2022,10:18:08,7/4/2022 10:18,23.713,347.2438672,0.025236406,0.160980529,0.060649637,0.100330892,0.137954977,0.24,233.5,0.383,23.66,7.89,247.9,92.3,93.9,8.03,0.24,0.12,246.6,0.02,160,-1.83,7.85,0.382,7884.8
7/4/2022,10:23:08,7/4/2022 10:23,23.854,590.2956303,0.025321287,0.273658117,0.061245267,0.21241285,0.292067669,0.23,233.8,0.383,23.53,7.84,247.8,93.5,95.1,8.13,0.24,0.12,246.6,0.04,160,-1.72,7.85,0.381,11878.4
7/4/2022,10:28:08,7/4/2022 10:28,23.939,662.2829023,0.025372594,0.307031058,0.061607157,0.245423902,0.337457865,0.2,234.1,0.384,23.46,7.82,247.6,94.9,96.5,8.23,0.242,0.12,246.4,0.04,160,-1.97,7.86,0.387,9850.88
7/4/2022,10:33:08,7/4/2022 10:33,24.088,125.1726052,0.025462784,0.058029397,0.062246696,-0.004217299,-0.005798786,0.21,234.4,0.384,23.46,7.82,247.5,96.4,98,8.35,0.242,0.12,246.3,0.03,160,-1.62,7.88,0.386,9776.64
7/4/2022,10:38:08,7/4/2022 10:38,24.12,125.977726,0.025482196,0.058402647,0.06238491,-0.003982263,-0.005475612,0.22,234.7,0.384,23.4,7.8,247.3,98.1,99.8,8.48,0.242,0.12,246.2,-0.04,160,-1.87,7.9,0.382,9374.72
7/4/2022,10:43:08,7/4/2022 10:43,24.063,127.2564473,0.025447629,0.058995456,0.062138929,-0.003143473,-0.004322276,0.23,234.8,0.384,23.29,7.76,247.1,99.7,101.4,8.61,0.241,0.12,246,0,160,-1.6,7.9,0.382,8988.16
7/4/2022,10:48:08,7/4/2022 10:48,24.141,161.024161,0.025494942,0.07465,0.06247578,0.01217422,0.016739552,0.22,235.2,0.384,23.21,7.73,246.9,100.7,102.4,8.68,0.241,0.12,245.9,0.03,160,-1.79,7.91,0.386,12584.96
7/4/2022,10:53:08,7/4/2022 10:53,24.253,624.015984,0.025563033,0.289290705,0.06296266,0.226328045,0.311201062,0.23,235.4,0.383,23.26,7.75,246.7,102.5,104.2,8.82,0.24,0.12,245.7,0.03,160,-1.78,7.93,0.381,21616.64
7/4/2022,10:58:08,7/4/2022 10:58,24.24,140.990861,0.02555512,0.065362662,0.062905953,0.002456709,0.003377974,0.22,235.7,0.383,23.04,7.68,246.6,103.7,105.5,8.91,0.239,0.12,245.6,0.01,160,-1.62,7.94,0.381,12830.72
7/4/2022,11:03:08,7/4/2022 11:03,24.414,669.4816295,0.025661232,0.310368352,0.063669205,0.246699148,0.339211328,0.19,236,0.383,22.98,7.66,246.3,105.4,107.1,9.03,0.239,0.12,245.4,-0.01,159,-1.99,7.96,0.382,11678.72
7/4/2022,11:08:08,7/4/2022 11:08,24.422,632.9196729,0.025666121,0.293418411,0.063704518,0.229713893,0.315856603,0.23,236.4,0.383,22.98,7.66,246.2,106.9,108.7,9.15,0.24,0.12,245.3,-0.03,159,-1.93,7.97,0.381,13219.84
7/4/2022,11:13:08,7/4/2022 11:13,24.411,73.76327376,0.025659399,0.034196287,0.063655967,-0.02945968,-0.04050706,0.22,236.7,0.383,22.8,7.6,245.9,108.1,109.9,9.23,0.239,0.12,245.1,-0.05,159,-1.96,7.98,0.381,28395.52
7/4/2022,11:18:08,7/4/2022 11:18,24.409,64.05446405,0.025658176,0.029695331,0.063647143,-0.033951813,-0.046683742,0.2,237.1,0.383,22.67,7.56,245.8,109.5,111.3,9.33,0.24,0.12,245,-0.03,159,-1.69,7.99,0.387,15144.96
7/4/2022,11:23:08,7/4/2022 11:23,24.408,73.81063381,0.025657565,0.034218243,0.063642732,-0.029424489,-0.040458673,0.23,237.4,0.383,22.59,7.53,245.5,111,112.8,9.44,0.239,0.12,244.8,-0.04,159,-1.71,8,0.385,16076.8
7/4/2022,11:28:08,7/4/2022 11:28,24.421,100.3085803,0.02566551,0.046502559,0.063700103,-0.017197544,-0.023646624,0.23,237.9,0.382,22.43,7.48,245.2,112.7,114.6,9.56,0.238,0.12,244.6,-0.07,159,-2.01,8.02,0.38,23316.48
7/4/2022,11:33:08,7/4/2022 11:33,24.419,116.4583565,0.025664288,0.053989515,0.063691273,-0.009701759,-0.013339918,0.21,238.5,0.382,22.36,7.45,245.1,113.9,115.8,9.64,0.238,0.12,244.5,-0.01,159,-1.93,8.03,0.38,18769.92
